algorithm,params,run-id,0-FNR,0-FNR_over_1-FNR,0-FPR,0-FPR_over_1-FPR,0-TNR,0-TNR_over_1-TNR,0-TPR,0-TPR_over_1-TPR,0-accuracy,0-accuracy_over_1-accuracy,0-calibration+,0-calibration+_over_1-calibration+,0-calibration-,0-calibration-_over_1-calibration-,1-FNR,1-FPR,1-TNR,1-TPR,1-accuracy,1-calibration+,1-calibration-,BCR,CV,DIavgall,DIbinary,MCC,TNR,TPR,accuracy,diff:1-FNRto0-FNR,diff:1-FPRto0-FPR,diff:1-TNRto0-TNR,diff:1-TPRto0-TPR,diff:1-accuracyto0-accuracy,diff:1-calibration+to0-calibration+,diff:1-calibration-to0-calibration-,job-FNR,job-FNRDiff,job-FNRRatio,job-FPR,job-FPRDiff,job-FPRRatio,job-TNR,job-TNRDiff,job-TNRRatio,job-TPR,job-TPRDiff,job-TPRRatio,job-accuracy,job-accuracyDiff,job-accuracyRatio,job-calibration+,job-calibration+Diff,job-calibration+Ratio,job-calibration-,job-calibration-Diff,job-calibration-Ratio
Kamishima,eta=1.0,7,0.6433666191155492,0.9482625063127629,0.02137767220902609,0.9806017418843997,0.9786223277909739,1.0004323177623782,0.3566333808844508,1.1091722709055092,0.9125094768764215,1.017019109270815,0.6648936170212766,0.9854673252279635,0.07251969770059495,0.8160255969751009,0.6784688995215311,0.02180056519983853,0.9781994348001615,0.3215311004784689,0.897239263803681,0.6746987951807228,0.08886939082476811,0.6570053878175578,0.9982587592456568,0.9703639425023824,0.9703639425023824,0.42997803702020637,0.9783864915572232,0.3356242840778923,0.9039214385243183,0.964897719594018,0.9995771070091876,1.0004228929908123,1.035102280405982,1.0152702130727405,0.9901948218405537,0.9836503068758269,0.6609177593185401,0.964897719594018,0.9482625063127629,0.02158911870443231,0.9995771070091876,0.9806017418843997,0.9784108812955676,1.0004228929908123,1.0004323177623782,0.33908224068145987,1.035102280405982,1.1091722709055092,0.9048743703400512,1.0152702130727405,1.017019109270815,0.6697962061009997,0.9901948218405537,0.9854673252279635,0.08069454426268152,0.9836503068758269,0.8160255969751009
Kamishima,eta=1.0,8,0.6615581098339719,0.9874148573861217,0.020850991693507348,0.7817534246103814,0.9791490083064927,1.005980605835548,0.3384418901660281,1.0255505010166954,0.9040706375336726,1.00854369391888,0.6829896907216495,1.0894820444139905,0.0823006037496028,0.9627456042792077,0.6699900299102692,0.02667208231789875,0.9733279176821013,0.3300099700897308,0.8964119680534033,0.6268939393939394,0.0854853072128228,0.6548096452102476,0.9951268834571176,0.92257466917,0.92257466917,0.41883873955323153,0.9759126834776063,0.3337066069428891,0.8998075774666578,0.9915680799237027,0.9941789093756086,1.0058210906243914,1.0084319200762972,1.0076586694802692,1.05609575132771,0.99681529653678,0.6657740698721206,0.9915680799237027,0.9874148573861217,0.02376153700570305,0.9941789093756086,0.7817534246103814,0.976238462994297,1.0058210906243914,1.005980605835548,0.3342259301278795,1.0084319200762972,1.0255505010166954,0.9002413027935379,1.0076586694802692,1.00854369391888,0.6549418150577945,1.05609575132771,1.0894820444139905,0.0838929554812128,0.99681529653678,0.9627456042792077
Kamishima,eta=1.0,9,0.6523489932885906,0.9692834192064187,0.023878560463926335,1.0352961829213458,0.9761214395360737,0.9991666923540591,0.3476510067114094,1.063224215860841,0.9052663438256658,1.0099221022668876,0.6491228070175439,0.9727379673673981,0.07827347398937026,0.8812972305120457,0.67302192564347,0.023064472619368726,0.9769355273806313,0.32697807435653004,0.8963724447595416,0.6673151750972762,0.08881620329601207,0.6560695107397315,0.999646391971433,0.9941778506891776,0.9941778506891776,0.42371410240815427,0.9765760337425623,0.3355629877369008,0.9002720456505873,0.9793270676451207,1.0008140878445575,0.9991859121554424,1.0206729323548793,1.0088938990661243,0.9818076319202677,0.9894572706933582,0.6626854594660303,0.9793270676451207,0.9692834192064187,0.02347151654164753,1.0008140878445575,1.0352961829213458,0.9765284834583525,0.9991859121554424,0.9991666923540591,0.3373145405339697,1.0206729323548793,1.063224215860841,0.9008193942926037,1.0088938990661243,1.0099221022668876,0.6582189910574101,0.9818076319202677,0.9727379673673981,0.08354483864269116,0.9894572706933582,0.8812972305120457
Calders,beta=1.0,0,0.5353260869565217,0.8611408856434648,0.07116419919246297,0.9997005190574102,0.928835800807537,1.0000229525986188,0.46467391304347827,1.2281507980187123,0.8776946107784431,1.0201877654857898,0.4470588235294118,1.038987341772152,0.06661031276415892,0.7669936321826805,0.6216475095785441,0.07118551789846195,0.928814482101538,0.3783524904214559,0.8603265403408413,0.43028322440087147,0.08684597885721933,0.6714344800359118,1.0051180263712831,1.0467814371257487,1.0467814371257487,0.3513315005102607,0.9288240162515988,0.4140449438202247,0.868024683166346,0.9136785773779776,0.999978681294001,1.000021318705999,1.0863214226220224,1.0173680704376018,1.0167755991285403,0.9797643339069396,0.5784867982675329,0.9136785773779776,0.8611408856434648,0.07117485854546246,0.999978681294001,0.9997005190574102,0.9288251414545375,1.000021318705999,1.0000229525986188,0.4215132017324671,1.0863214226220224,1.2281507980187123,0.8690105755596422,1.0173680704376018,1.0201877654857898,0.4386710239651416,1.0167755991285403,1.038987341772152,0.07672814581068912,0.9797643339069396,0.7669936321826805
Calders,beta=1.0,1,0.5738341968911918,1.002025196601878,0.06456558773424192,0.849807210801046,0.9354344122657581,1.0123494290460588,0.4261658031088083,0.997285961016531,0.8762420957542909,1.015096842373958,0.4646892655367232,1.056878306878307,0.07465453319851702,0.9380449467549702,0.5726744186046512,0.0759767473299986,0.9240232526700014,0.4273255813953488,0.8632103452366828,0.43968095712861416,0.0795852410449771,0.6779507010793331,0.9876004498171291,0.895796801105266,0.895796801105266,0.36417161854387087,0.9290721338659833,0.4268292682926829,0.8689536195342048,1.0011597782865405,0.9885888404042433,1.0114111595957567,0.9988402217134595,1.013031750517608,1.025008308408109,0.9950692921535399,0.5732543077479215,1.0011597782865405,1.002025196601878,0.07027116753212026,0.9885888404042433,0.849807210801046,0.9297288324678797,1.0114111595957567,1.0123494290460588,0.4267456922520786,0.9988402217134595,0.997285961016531,0.8697262204954869,1.013031750517608,1.015096842373958,0.4521851113326687,1.025008308408109,1.056878306878307,0.07711988712174705,0.9950692921535399,0.9380449467549702
Calders,beta=1.0,2,0.563758389261745,0.936950562435013,0.07134302822925576,1.0481067850155414,0.9286569717707442,0.9964862704031171,0.436241610738255,1.0952448950449807,0.87298937784522,1.0091076616471732,0.4380053908355795,0.960919628121555,0.07181942544459645,0.848907856624471,0.6016949152542372,0.06806847284000539,0.9319315271599946,0.3983050847457627,0.8651102464332037,0.4558189655172414,0.0846021448431087,0.6722171534369424,1.003173781830277,1.0290052195070902,1.0290052195070902,0.35644776497708436,0.9304885404101327,0.4139457664637521,0.8685555039479795,0.9620634740075078,1.0032745553892504,0.9967254446107496,1.0379365259924924,1.0078791314120163,0.9821864253183381,0.9872172806014877,0.5827266522579911,0.9620634740075078,0.936950562435013,0.06970575053463057,1.0032745553892504,1.0481067850155414,0.9302942494653694,0.9967254446107496,0.9964862704031171,0.41727334774200886,1.0379365259924924,1.0952448950449807,0.8690498121392118,1.0078791314120163,1.0091076616471732,0.44691217817641044,0.9821864253183381,0.960919628121555,0.07821078514385257,0.9872172806014877,0.848907856624471
Calders,beta=1.0,3,0.5522388059701493,0.9239898070622499,0.07384720095286712,1.1451712080958176,0.9261527990471329,0.9899932351880995,0.44776119402985076,1.1129136924075276,0.8728454792863622,1.0025335078534245,0.4319371727748691,0.9316905683284012,0.06957264957264957,0.8556870266138559,0.597667638483965,0.06448572967151323,0.9355142703284868,0.40233236151603496,0.8706397067518032,0.46360582306830905,0.08130618720253834,0.6763351169933731,1.009919549256437,1.0939413528126398,1.0939413528126398,0.3626028304293999,0.9313791807591131,0.42129105322763305,0.8716077234423728,0.9545711674861843,1.009361471281354,0.9906385287186461,1.045428832513816,1.002205772534559,0.96833134970656,0.9882664623701112,0.5749532222270571,0.9545711674861843,0.9239898070622499,0.06916646531219017,1.009361471281354,1.1451712080958176,0.9308335346878098,0.9906385287186461,0.9899932351880995,0.42504677777294286,1.045428832513816,1.1129136924075276,0.8717425930190827,1.002205772534559,1.0025335078534245,0.4477714979215891,0.96833134970656,0.9316905683284012,0.07543941838759395,0.9882664623701112,0.8556870266138559
Calders,beta=1.0,4,0.6087551299589603,1.049108926716215,0.0706934368145774,0.9507048399201794,0.9293065631854226,1.0039599990091823,0.3912448700410397,0.9321106998839972,0.8702313006908982,1.0056670237242482,0.4056737588652482,0.9366149492090766,0.07475222576852007,0.9557239036830891,0.580259222333001,0.07435897435897432,0.9256410256410257,0.419740777666999,0.8653274693926066,0.4331275720164609,0.07821529364332751,0.6674988988754736,0.9903521731466168,0.9164946838297194,0.9164946838297194,0.3399177908514528,0.9272700007497938,0.4077277970011534,0.8674938623847124,1.0284959076259592,0.9963344624556031,1.0036655375443968,0.9715040923740407,1.0049038312982916,0.9725461868487872,0.9965369321251926,0.5945071761459806,1.0284959076259592,1.049108926716215,0.07252620558677586,0.9963344624556031,0.9507048399201794,0.9274737944132241,1.0036655375443968,1.0039599990091823,0.40549282385401936,0.9715040923740407,0.9321106998839972,0.8677793850417523,1.0049038312982916,1.0056670237242482,0.4194006654408545,0.9725461868487872,0.9366149492090766,0.07648375970592379,0.9965369321251926,0.9557239036830891
Calders,beta=1.0,5,0.578512396694215,1.007003782042303,0.07215275430888812,0.9690206567799862,0.9278472456911119,1.002492278889506,0.4214876033057851,0.9905440928948314,0.8725165562913907,1.0091541339373524,0.417462482946794,0.9438282223144908,0.07105396717983421,0.8958821387301469,0.5744888023369036,0.07445945945945942,0.9255405405405406,0.4255111976630964,0.8646018749258336,0.4423076923076923,0.07931173544831295,0.6752051939022518,0.993082907660342,0.9410016830503062,0.9410016830503062,0.3532290127674715,0.9265655503829404,0.42384483742156304,0.8680910357640501,1.0040235943573115,0.9976932948494287,1.0023067051505712,0.9959764056426887,1.007914681365557,0.9751547906391017,0.9917422317315212,0.5765005995155592,1.0040235943573115,1.007003782042303,0.07330610688417377,0.9976932948494287,0.9690206567799862,0.9266938931158262,1.0023067051505712,1.002492278889506,0.4234994004844408,0.9959764056426887,0.9905440928948314,0.8685592156086122,1.007914681365557,1.0091541339373524,0.42988508762724315,0.9751547906391017,0.9438282223144908,0.07518285131407358,0.9917422317315212,0.8958821387301469
Calders,beta=1.0,6,0.5917001338688086,0.9651121492773818,0.07220276805069203,0.9532858216547886,0.927797231949308,1.0038281215033487,0.40829986613119146,1.0552824898266366,0.8702550415183867,1.0152162693644728,0.4132791327913279,0.9807668972212109,0.0735930735930736,0.8518080558896886,0.6130895091434071,0.07574094401756315,0.9242590559824369,0.3869104908565929,0.8572114807253512,0.42138364779874216,0.08639631086396311,0.6608564458817188,0.9948635340082662,0.9551662973656527,0.9551662973656527,0.32936539276872756,0.9258562288295069,0.39585666293393057,0.863048238338531,0.9786106247254015,0.9964618240331289,1.0035381759668711,1.0213893752745986,1.0130435607930355,0.9918954849925857,0.9871967627291105,0.6023948215061079,0.9786106247254015,0.9651121492773818,0.07397185603412759,0.9964618240331289,0.9532858216547886,0.9260281439658724,1.0035381759668711,1.0038281215033487,0.3976051784938922,1.0213893752745986,1.0552824898266366,0.863733261121869,1.0130435607930355,1.0152162693644728,0.417331390295035,0.9918954849925857,0.9807668972212109,0.07999469222851835,0.9871967627291105,0.8518080558896886
Calders,beta=1.0,7,0.5620542082738944,0.9162974222249916,0.07176789955887342,1.0062401162679022,0.9282321004411266,0.9995207561770775,0.43794579172610554,1.1328053276083672,0.8761182714177407,1.0165610497654716,0.42054794520547945,0.9722568832225689,0.06717817561807332,0.7904177855093745,0.6133971291866029,0.07132283676490381,0.9286771632350962,0.3866028708133971,0.8618452100047193,0.43254817987152033,0.08499071864226995,0.6678483975164891,1.0004964291093865,1.0045050675922484,1.0045050675922484,0.3428155063347457,0.9284803001876173,0.4072164948453608,0.8680910357640501,0.9486570790872915,1.0004450627939696,0.9995549372060304,1.0513429209127083,1.0142730614130215,0.9879997653339592,0.9821874569758033,0.5877256687302487,0.9486570790872915,0.9162974222249916,0.07154536816188861,1.0004450627939696,1.0062401162679022,0.9284546318381114,0.9995549372060304,0.9995207561770775,0.4122743312697513,1.0513429209127083,1.1328053276083672,0.8689817407112299,1.0142730614130215,1.0165610497654716,0.42654806253849986,0.9879997653339592,0.9722568832225689,0.07608444713017164,0.9821874569758033,0.7904177855093745
Calders,beta=1.0,8,0.5593869731800767,0.9152775433925234,0.0720461095100865,1.1321969464712742,0.9279538904899135,0.9910161126602807,0.44061302681992337,1.1331663228214952,0.8708470517809039,0.9999364792485632,0.44805194805194803,0.9880119880119881,0.07408660351826793,0.9099478595253495,0.6111665004985045,0.0636339019767127,0.9363660980232873,0.38883349950149554,0.8709023721540112,0.45348837209302323,0.08141851507504316,0.6720824705683522,1.012719761118744,1.1240768325873747,1.1240768325873747,0.3581612046569332,0.9326307866014302,0.41153415453527437,0.8708778448676265,0.9482204726815722,1.008412207533374,0.9915877924666262,1.0517795273184278,0.9999446796268927,0.9945635759589249,0.9926680884432247,0.5852767368392906,0.9482204726815722,0.9152775433925234,0.0678400057433996,1.008412207533374,1.1321969464712742,0.9321599942566003,0.9915877924666262,0.9910161126602807,0.41472326316070945,1.0517795273184278,1.1331663228214952,0.8708747119674576,0.9999446796268927,0.9999364792485632,0.4507701600724856,0.9945635759589249,0.9880119880119881,0.07775255929665555,0.9926680884432247,0.9099478595253495
Calders,beta=1.0,9,0.6093959731543623,1.0179241653486084,0.07061231451475358,1.1210271944590642,0.9293876854852464,0.9918641572171609,0.3906040268456376,0.973262765228204,0.8686440677966102,0.9977381576768066,0.4127659574468085,0.8706322332844797,0.07691004573945451,0.9276968096757451,0.5986653956148713,0.06298893984353926,0.9370110601564607,0.4013346043851287,0.870613257710032,0.4740990990990991,0.0829042904290429,0.6652615662377559,1.0017615312516899,1.016788106962895,1.016788106962895,0.34813079600632285,0.9336446486405061,0.39687848383500557,0.8697498507066551,1.010730577539491,1.0076233746712142,0.9923766253287857,0.989269422460509,0.9980308100865782,0.9386668583477094,0.9940057553104116,0.6040306843846168,1.010730577539491,1.0179241653486084,0.06680062717914642,1.0076233746712142,1.1210271944590642,0.9331993728208536,0.9923766253287857,0.9918641572171609,0.3959693156153832,0.989269422460509,0.973262765228204,0.8696286627533211,0.9980308100865782,0.9977381576768066,0.44343252827295376,0.9386668583477094,0.8706322332844797,0.0799071680842487,0.9940057553104116,0.9276968096757451
ZafarBaseline,,0,0.6820652173913043,0.9674946833648393,0.024226110363391617,0.9367854359991469,0.9757738896366084,1.0016781845969207,0.3179347826086957,1.0776750423489556,0.9032934131736527,1.0153429377012888,0.6190476190476191,1.0009276437847867,0.07965725166613774,0.8542590861424255,0.7049808429118773,0.025860895603647793,0.9741391043963522,0.2950191570881226,0.8896436658324395,0.6184738955823293,0.0932471810464969,0.639682297474256,0.9972375235228507,0.953453935502489,0.953453935502489,0.38533676224106034,0.9748702129260401,0.3044943820224719,0.8956937164089974,0.977084374479427,0.9983652147597438,1.001634785240256,1.0229156255205731,1.0136497473412134,1.0005737234652896,0.9864100706196408,0.6935230301515909,0.977084374479427,0.9674946833648393,0.025043502983519705,0.9983652147597438,0.9367854359991469,0.9749564970164804,1.001634785240256,1.0016781845969207,0.3064769698484091,1.0229156255205731,1.0776750423489556,0.8964685395030461,1.0136497473412134,1.0153429377012888,0.6187607573149743,1.0005737234652896,1.0009276437847867,0.08645221635631732,0.9864100706196408,0.8542590861424255
ZafarBaseline,,1,0.6528497409326425,0.9792746113989637,0.020442930153321992,0.78758517887564,0.979557069846678,1.0056604643519607,0.3471502590673575,1.0414507772020727,0.9060523938572719,1.011672490107689,0.6907216494845361,1.0762407096619515,0.08058842340901823,0.9245413168130536,0.6666666666666667,0.025956468838718383,0.9740435311612816,0.3333333333333333,0.8955985288883616,0.6417910447761194,0.08716584315216014,0.6578645613367746,0.9948261527671366,0.9186373911831986,0.9186373911831986,0.4272195434882292,0.9764830029396246,0.3392461197339246,0.900205693052883,0.9861830742659757,0.9944864613146036,1.0055135386853964,1.0138169257340242,1.0104538649689103,1.0489306047084166,0.9934225802568581,0.6597582037996546,0.9861830742659757,0.9792746113989637,0.023199699496020187,0.9944864613146036,0.78758517887564,0.9768003005039798,1.0055135386853964,1.0056604643519607,0.34024179620034545,1.0138169257340242,1.0414507772020727,0.9008254613728167,1.0104538649689103,1.011672490107689,0.6662563471303278,1.0489306047084166,1.0762407096619515,0.08387713328058918,0.9934225802568581,0.9245413168130536
ZafarBaseline,,2,0.640268456375839,0.9741620353454742,0.02566295979469635,0.9567512498334265,0.9743370402053037,1.0011920361888016,0.3597315436241611,1.0495464267276349,0.9048558421851289,1.0118779532663604,0.6411483253588517,0.9916662285083339,0.07728451069345431,0.8767030883535404,0.6572504708097928,0.026823021970616034,0.973176978029384,0.3427495291902072,0.894234170498762,0.6465364120781527,0.08815357413488255,0.6617195734921759,0.9970457573735739,0.9554974569898413,0.9554974569898413,0.42591105771360604,0.9736881785283474,0.34975096845600445,0.898878641098799,0.9830179855660461,0.9988399378240803,1.0011600621759196,1.0169820144339539,1.010621671686367,0.994611913280699,0.9891309365585718,0.6487594635928159,0.9830179855660461,0.9741620353454742,0.026242990882656192,0.9988399378240803,0.9567512498334265,0.9737570091173438,1.0011600621759196,1.0011920361888016,0.3512405364071841,1.0169820144339539,1.0495464267276349,0.8995450063419455,1.010621671686367,1.0118779532663604,0.6438423687185022,0.994611913280699,0.9916662285083339,0.08271904241416843,0.9891309365585718,0.8767030883535404
ZafarBaseline,,3,0.6458616010854816,0.9787799521604721,0.02365152288582606,0.9706271380989817,0.9763484771141739,1.0007336122539099,0.3541383989145183,1.041166892808684,0.9070154218324765,1.0096919076526594,0.6525,0.9899357142857143,0.0766012230447377,0.894169799488352,0.6598639455782314,0.024367259019924647,0.9756327409800754,0.3401360544217687,0.8983090930590044,0.6591337099811676,0.08566742366893768,0.6609642531716251,0.9976895516438681,0.9632025202489498,0.9632025202489498,0.43009330126038076,0.9759488913942127,0.3459796149490374,0.9021299183863049,0.9859976555072503,0.9992842638659014,1.0007157361340986,1.0140023444927495,1.008706328773472,0.9933662900188324,0.9909337993758001,0.6528627733318565,0.9859976555072503,0.9787799521604721,0.024009390952875354,0.9992842638659014,0.9706271380989817,0.9759906090471246,1.0007157361340986,1.0007336122539099,0.3471372266681435,1.0140023444927495,1.041166892808684,0.9026622574457405,1.008706328773472,1.0096919076526594,0.6558168549905838,0.9933662900188324,0.9899357142857143,0.08113432335683768,0.9909337993758001,0.894169799488352
ZafarBaseline,,4,0.6839945280437756,1.0570824524312896,0.020583769191834023,0.6964645192305479,0.979416230808166,1.0092440926558908,0.31600547195622436,0.8953488372093023,0.9065785521177531,1.0108741363772904,0.6543909348441926,1.0592260047054305,0.07930214115781126,0.957979640488814,0.6470588235294117,0.029554655870445368,0.9704453441295546,0.35294117647058826,0.8968263401878046,0.6178010471204188,0.08278061224489795,0.6559011367029777,0.9849100454863282,0.7784436521404527,0.7784436521404527,0.41431049084505034,0.9744320311914224,0.3373702422145329,0.9011346294207419,1.036935704514364,0.9910291133213887,1.0089708866786113,0.9630642954856361,1.0097522119299485,1.0365898877237738,0.9965215289129133,0.6655266757865936,1.036935704514364,1.0570824524312896,0.025069212531139695,0.9910291133213887,0.6964645192305479,0.9749307874688603,1.0089708866786113,1.0092440926558908,0.3344733242134063,0.9630642954856361,0.8953488372093023,0.9017024461527788,1.0097522119299485,1.0108741363772904,0.6360959909823057,1.0365898877237738,1.0592260047054305,0.08104137670135461,0.9965215289129133,0.957979640488814
ZafarBaseline,,5,0.6460055096418733,0.9671248664755158,0.025684352821899292,0.9899177650107035,0.9743156471781007,1.000268561198383,0.35399449035812675,1.0661358991137717,0.9065322095123419,1.0119680659107837,0.628361858190709,0.982160910309818,0.0752205292702486,0.8655843411943767,0.6679649464459592,0.025945945945945903,0.9740540540540541,0.3320350535540409,0.895811083422333,0.6397748592870544,0.08690144413478591,0.6576498940695662,0.9983102212885148,0.9732837425859555,0.9732837425859555,0.4175927771162808,0.9741702958402162,0.34112949229891615,0.900537456041404,0.9780405631959141,0.9997384068759534,1.0002615931240466,1.0219594368040859,1.0107211260900089,0.9885869989036546,0.9883190851354626,0.6569852280439162,0.9780405631959141,0.9671248664755158,0.025815149383922598,0.9997384068759534,0.9899177650107035,0.9741848506160774,1.0002615931240466,1.000268561198383,0.3430147719560838,1.0219594368040859,1.0661358991137717,0.9011716464673374,1.0107211260900089,1.0119680659107837,0.6340683587388817,0.9885869989036546,0.982160910309818,0.08106098670251725,0.9883190851354626,0.8655843411943767
ZafarBaseline,,6,0.6291834002677377,0.961355224820852,0.023511755877938967,0.8044773560489151,0.976488244122061,1.0058864061005768,0.3708165997322624,1.073199017052425,0.9094009489916963,1.018641606437161,0.6626794258373205,1.0558569124761765,0.07429655390452103,0.8473084934258244,0.6544754571703562,0.0292261251372119,0.9707738748627881,0.3455245428296439,0.8927584964573075,0.6276223776223776,0.08768536428110896,0.6647282148066697,0.9932888140894554,0.9023006204945707,0.9023006204945707,0.42981854302800243,0.973353406097102,0.3561030235162374,0.900205693052883,0.9747079430973815,0.9942856307407271,1.005714369259273,1.0252920569026185,1.0166424525343887,1.0350570482149428,0.9866111896234121,0.6418294287190469,0.9747079430973815,0.961355224820852,0.026368940507575434,0.9942856307407271,0.8044773560489151,0.9736310594924246,1.005714369259273,1.0058864061005768,0.35817057128095314,1.0252920569026185,1.073199017052425,0.901079722724502,1.0166424525343887,1.018641606437161,0.6451509017298491,1.0350570482149428,1.0558569124761765,0.08099095909281499,0.9866111896234121,0.8473084934258244
ZafarBaseline,,7,0.6333808844507847,0.9648440586750292,0.020868680013573115,0.9513813569378042,0.9791313199864269,1.001090374080784,0.3666191155492154,1.0671782054287746,0.9140257771038666,1.0157706158033792,0.6763157894736842,0.9833895323266383,0.07144006436041835,0.8283298424530139,0.6564593301435406,0.021935136589960935,0.9780648634100391,0.3435406698564593,0.8998348277489382,0.6877394636015326,0.0862459140055318,0.6656715000139692,0.9960337550327178,0.9355979073894946,0.9355979073894946,0.4470546944607309,0.9785365853658536,0.3528064146620848,0.9060447216508526,0.976921554307244,0.9989335434236122,1.0010664565763878,1.023078445692756,1.0141909493549284,0.9885763258721516,0.9851941503548866,0.6449201072971626,0.976921554307244,0.9648440586750292,0.021401908301767025,0.9989335434236122,0.9513813569378042,0.978598091698233,1.0010664565763878,1.001090374080784,0.35507989270283735,1.023078445692756,1.0671782054287746,0.9069303024264024,1.0141909493549284,1.0157706158033792,0.6820276265376084,0.9885763258721516,0.9833895323266383,0.07884298918297508,0.9851941503548866,0.8283298424530139
ZafarBaseline,,8,0.6666666666666667,1.0208651399491095,0.02152907272419058,0.7572082435279596,0.9784709272758094,1.007105109930202,0.3333333333333333,0.9607279693486589,0.9028733912002395,1.0066726314166412,0.6726804123711341,1.0786082474226806,0.08293612964728313,0.9915615744547697,0.6530408773678963,0.02843216896831846,0.9715678310316815,0.3469591226321037,0.8968887829300274,0.6236559139784946,0.08364193589579876,0.6578092435582907,0.9915507718824366,0.8729738805049462,0.8729738805049462,0.42057566855296913,0.9746330447873541,0.34098544232922734,0.899542167075841,1.0136257892987706,0.9930969037558721,1.0069030962441279,0.9863742107012297,1.0059846082702122,1.0490244983926393,0.9992941937514843,0.6598537720172815,1.0136257892987706,1.0208651399491095,0.02498062084625452,0.9930969037558721,0.7572082435279596,0.9750193791537455,1.0069030962441279,1.007105109930202,0.34014622798271854,0.9863742107012297,0.9607279693486589,0.8998810870651335,1.0059846082702122,1.0066726314166412,0.6481681631748144,1.0490244983926393,1.0786082474226806,0.08328903277154094,0.9992941937514843,0.9915615744547697
ZafarBaseline,,9,0.6671140939597315,1.0069103375018107,0.023707999317755468,1.0279012101861948,0.9762920006822445,0.999341280278636,0.33288590604026846,0.9864330944526599,0.9037530266343826,1.0067739718845308,0.6408268733850129,0.9503788376472648,0.07989069281466002,0.9124781576442751,0.6625357483317444,0.023064472619368726,0.9769355273806313,0.3374642516682555,0.8976722202528654,0.6742857142857143,0.08755353993449232,0.6561071698494703,0.9965306358485692,0.9440738498789346,0.9440738498789346,0.4240336603651985,0.9766513519620397,0.3355629877369008,0.9003383982482914,1.004578345627987,1.0006435266983869,0.9993564733016133,0.9954216543720129,1.0060808063815172,0.9665411590992986,0.9923371528801677,0.664824921145738,1.004578345627987,1.0069103375018107,0.023386235968562097,1.0006435266983869,1.0279012101861948,0.9766137640314378,0.9993564733016133,0.999341280278636,0.335175078854262,0.9954216543720129,0.9864330944526599,0.900712623443624,1.0060808063815172,1.0067739718845308,0.6575562938353636,0.9665411590992986,0.9503788376472648,0.08372211637457616,0.9923371528801677,0.9124781576442751
ZafarFairness,c=0.001,1,0.6217616580310881,0.9062966540792131,0.023168654173764902,0.9628007579962872,0.9768313458262351,1.0009172274659455,0.37823834196891193,1.204759163308386,0.9072568503462812,1.0138231461711262,0.6822429906542056,1.0570554978654667,0.07724493080141616,0.864859557150884,0.686046511627907,0.02406380965256183,0.9759361903474382,0.313953488372093,0.8948867006762368,0.6454183266932271,0.08931499936924435,0.6588978337963074,1.0048821284142238,1.0819750207240895,1.0819750207240895,0.4287173583936141,0.9763322529584684,0.34146341463414637,0.9003383982482914,0.9357151464031811,0.9991048445212031,1.0008951554787968,1.0642848535968188,1.0123701496700446,1.0368246639609784,0.9879299314321718,0.6539040848294975,0.9357151464031811,0.9062966540792131,0.023616231913163366,0.9991048445212031,0.9628007579962872,0.9763837680868366,1.0008951554787968,1.0009172274659455,0.3460959151705025,1.0642848535968188,1.204759163308386,0.9010717755112589,1.0123701496700446,1.0138231461711262,0.6638306586737164,1.0368246639609784,1.0570554978654667,0.08327996508533025,0.9879299314321718,0.864859557150884
ZafarFairness,c=0.001,2,0.6161073825503356,0.9037376246801884,0.028058169375534625,1.143755816467535,0.9719418306244654,0.9963847507811121,0.3838926174496644,1.2061951471347445,0.9054628224582701,1.0137597620156553,0.6355555555555555,0.9777777777777777,0.0747557003257329,0.8220029423938667,0.6817325800376648,0.024531608033427688,0.9754683919665723,0.3182674199623352,0.8931729748850371,0.65,0.09094334882552443,0.6596190478256719,1.0069717563798326,1.113706665110307,1.113706665110307,0.4225909779528475,0.9739143546441495,0.34532374100719426,0.898546878110278,0.9343748025126708,1.003526561342107,0.9964734386578931,1.0656251974873292,1.012289847573233,0.9855555555555555,0.9838123515002084,0.6489199812940002,0.9343748025126708,0.9037376246801884,0.026294888704481156,1.003526561342107,1.143755816467535,0.9737051112955188,0.9964734386578931,0.9963847507811121,0.3510800187059998,1.0656251974873292,1.2061951471347445,0.8993178986716537,1.012289847573233,1.0137597620156553,0.6427777777777778,0.9855555555555555,0.9777777777777777,0.08284952457562866,0.9838123515002084,0.8220029423938667
