algorithm,params,run-id,0-FNR,0-FNR_over_1-FNR,0-FPR,0-FPR_over_1-FPR,0-TNR,0-TNR_over_1-TNR,0-TPR,0-TPR_over_1-TPR,0-accuracy,0-accuracy_over_1-accuracy,0-calibration+,0-calibration+_over_1-calibration+,0-calibration-,0-calibration-_over_1-calibration-,1-FNR,1-FPR,1-TNR,1-TPR,1-accuracy,1-calibration+,1-calibration-,BCR,CV,DIavgall,DIbinary,MCC,TNR,TPR,accuracy,diff:1-FNRto0-FNR,diff:1-FPRto0-FPR,diff:1-TNRto0-TNR,diff:1-TPRto0-TPR,diff:1-accuracyto0-accuracy,diff:1-calibration+to0-calibration+,diff:1-calibration-to0-calibration-,job-FNR,job-FNRDiff,job-FNRRatio,job-FPR,job-FPRDiff,job-FPRRatio,job-TNR,job-TNRDiff,job-TNRRatio,job-TPR,job-TPRDiff,job-TPRRatio,job-accuracy,job-accuracyDiff,job-accuracyRatio,job-calibration+,job-calibration+Diff,job-calibration+Ratio,job-calibration-,job-calibration-Diff,job-calibration-Ratio
GaussianNB,,1,0.4909326424870466,1.0360787056168346,0.08432708688245316,0.8556480955685957,0.9156729131175468,1.0157817244046932,0.5090673575129534,0.9675092319583202,0.8684131285757302,1.0150955846297087,0.44256756756756754,1.0367328654621473,0.06586722280152937,0.9640321341319953,0.47383720930232553,0.0985534676220089,0.9014465323779911,0.5261627906976745,0.8554988729386641,0.4268867924528302,0.06832471706022077,0.7132940090921291,0.982787089309577,0.8859374023509627,0.8859374023509627,0.39519047454721906,0.9077410115323735,0.5188470066518847,0.8611903656028134,1.017095433184721,0.9857736192604443,1.0142263807395557,0.9829045668152789,1.012914255637066,1.0156807751147374,0.9975425057413086,0.48238492589468607,1.017095433184721,1.0360787056168346,0.09144027725223103,0.9857736192604443,0.8556480955685957,0.908559722747769,1.0142263807395557,1.0157817244046932,0.5176150741053139,0.9829045668152789,0.9675092319583202,0.8619560007571971,1.012914255637066,1.0150955846297087,0.43472718001019883,1.0156807751147374,1.0367328654621473,0.06709596993087508,0.9975425057413086,0.9640321341319953
GaussianNB,,2,0.5114093959731544,1.030582122435465,0.09786142001710862,0.9758519826706031,0.9021385799828914,1.0026915542910968,0.4885906040268456,0.9698751803299253,0.8553869499241274,1.0061770766028468,0.3888888888888889,0.9296988577362408,0.06738592147152458,0.920898304436281,0.49623352165725043,0.10028305701577034,0.8997169429842297,0.5037664783427496,0.8501355972173092,0.418295543393276,0.07317411830047209,0.699146880880746,0.9912256961423545,0.9418179272738921,0.9418179272738921,0.3654096733607598,0.9007840772014475,0.4975096845600443,0.8524318227058589,1.0151758743159038,0.9975783630013383,1.0024216369986618,0.984824125684096,1.0052513527068183,0.9705933454956128,0.9942118031710525,0.5038214588152023,1.0151758743159038,1.030582122435465,0.09907223851643948,0.9975783630013383,0.9758519826706031,0.9009277614835605,1.0024216369986618,1.0026915542910968,0.4961785411847976,0.984824125684096,0.9698751803299253,0.8527612735707184,1.0052513527068183,1.0061770766028468,0.4035922161410824,0.9705933454956128,0.9296988577362408,0.07028001988599833,0.9942118031710525,0.920898304436281
GaussianNB,,3,0.5074626865671642,1.027911622987425,0.08711927854347457,0.9433265321004795,0.9128807214565254,1.0057665379678242,0.4925373134328358,0.9727848282579425,0.8660417296643483,1.0084145542849228,0.41485714285714287,0.9610989854675075,0.06516814776093396,0.9300572269030929,0.4936831875607386,0.09235325794291871,0.9076467420570813,0.5063168124392614,0.8588151826888968,0.43164871582435793,0.07006896551724139,0.7052624567863561,0.9895731260998784,0.9269427733443834,0.9269427733443834,0.38266089806163206,0.9099586621570838,0.5005662514156285,0.8619865967752638,1.0137794990064255,0.9947660206005559,1.0052339793994443,0.9862205009935744,1.0072265469754516,0.983208427032785,0.9950991822436925,0.5005729370639513,1.0137794990064255,1.027911622987425,0.08973626824319664,0.9947660206005559,0.9433265321004795,0.9102637317568034,1.0052339793994443,1.0057665379678242,0.4994270629360486,0.9862205009935744,0.9727848282579425,0.8624284561766226,1.0072265469754516,1.0084145542849228,0.42325292934075043,0.983208427032785,0.9610989854675075,0.06761855663908767,0.9950991822436925,0.9300572269030929
GaussianNB,,4,0.5280437756497949,1.103391472868217,0.0948203138181205,0.8905177761625769,0.9051796861818795,1.0130465903349535,0.4719562243502052,0.9051091644804127,0.8576148993691799,1.0099543880729158,0.38037486218302097,0.9542099793195479,0.0671187619544427,0.9929381846635369,0.47856430707876374,0.10647773279352224,0.8935222672064778,0.5214356929212363,0.8491620111731844,0.3986280487804878,0.06759611322348964,0.6996397789915731,0.9802779688717167,0.8735354817970679,0.8735354817970679,0.3595561228199898,0.8987028567144035,0.5005767012687428,0.8528962908897884,1.0494794685710311,0.9883425810245983,1.0116574189754017,0.9505205314289689,1.0084528881959955,0.9817468134025331,0.9995226487309531,0.5033040413642793,1.0494794685710311,1.103391472868217,0.10064902330582137,0.9883425810245983,0.8905177761625769,0.8993509766941786,1.0116574189754017,1.0130465903349535,0.4966959586357207,0.9505205314289689,0.9051091644804127,0.8533884552711821,1.0084528881959955,1.0099543880729158,0.3895014554817544,0.9817468134025331,0.9542099793195479,0.06735743758896617,0.9995226487309531,0.9929381846635369
GaussianNB,,5,0.49724517906336085,0.997403904097796,0.0941196350118283,0.9164280251151707,0.9058803649881717,1.0095654670048901,0.5027548209366391,1.0025809730134532,0.8618302227573751,1.0150444845809083,0.3958785249457701,0.9800876103026347,0.06308982873121287,0.8812860450891298,0.498539435248296,0.10270270270270265,0.8972972972972973,0.501460564751704,0.8490566037735849,0.403921568627451,0.07158836689038031,0.7015539276328645,0.987472429399867,0.9172001274922973,0.9172001274922973,0.36623508222283785,0.9011112779696652,0.5019965772960638,0.8546878110278018,0.9987057438150648,0.9914169323091256,1.0085830676908745,1.0012942561849352,1.0127736189837901,0.991956956318319,0.9915014618408325,0.49789230715582844,0.9987057438150648,0.997403904097796,0.09841116885726547,0.9914169323091256,0.9164280251151707,0.9015888311427345,1.0085830676908745,1.0095654670048901,0.5021076928441716,1.0012942561849352,1.0025809730134532,0.85544341326548,1.0127736189837901,1.0150444845809083,0.3999000467866105,0.991956956318319,0.9800876103026347,0.06733909781079658,0.9915014618408325,0.8812860450891298
GaussianNB,,6,0.4979919678714859,0.9950262588816806,0.09438052359513094,0.9220445790366143,0.9056194764048691,1.008889444212578,0.5020080321285141,1.0049833244345396,0.8609134045077106,1.0152706301282688,0.3985122210414453,0.9713255483958155,0.06410477339307255,0.8705921340420738,0.5004812319538017,0.10236004390779363,0.8976399560922064,0.49951876804619827,0.847964452984268,0.41027667984189725,0.0736335315774568,0.7009009563362598,0.9876159796035735,0.9184808396513487,0.9184808396513487,0.36738875310259345,0.901242002258186,0.5005599104143337,0.8537588746599429,0.9975107359176842,0.9920204796873373,1.0079795203126627,1.0024892640823158,1.0129489515234424,0.988235541199548,0.9904712418156157,0.4992365999126438,0.9975107359176842,0.9950262588816806,0.09837028375146228,0.9920204796873373,0.9220445790366143,0.9016297162485377,1.0079795203126627,1.008889444212578,0.5007634000873562,1.0024892640823158,1.0049833244345396,0.8544389287459893,1.0129489515234424,1.0152706301282688,0.40439445044167127,0.988235541199548,0.9713255483958155,0.06886915248526468,0.9904712418156157,0.8705921340420738
GaussianNB,,7,0.4935805991440799,1.0378103140957013,0.08517136070580256,0.9199249729721201,0.9148286392941974,1.0081701940672076,0.5064194008559201,0.9657085290044461,0.8714177407126611,1.0130485215032938,0.41423570595099185,0.9342980521084414,0.060299756012547924,0.8784109326576398,0.4755980861244019,0.09258511640425249,0.9074148835957475,0.5244019138755981,0.860193487494101,0.44336569579288027,0.068646408839779,0.713938157224554,0.9841234278403169,0.8911247365489694,0.8911247365489694,0.3959911461465918,0.9106941838649155,0.5171821305841925,0.8651051688673611,1.017982513019678,0.9925862443015501,1.00741375569845,0.982017486980322,1.0112242532185602,0.9708700101581116,0.9916533471727689,0.4845893426342409,1.017982513019678,1.0378103140957013,0.08887823855502752,0.9925862443015501,0.9199249729721201,0.9111217614449725,1.00741375569845,1.0081701940672076,0.5154106573657591,0.982017486980322,0.9657085290044461,0.865805614103381,1.0112242532185602,1.0130485215032938,0.42880070087193606,0.9708700101581116,0.9342980521084414,0.06447308242616347,0.9916533471727689,0.8784109326576398
GaussianNB,,8,0.4955300127713921,1.0781271210622696,0.09543990506865574,0.9287472184941911,0.9045600949313443,1.0081606852516838,0.5044699872286079,0.933548703303125,0.8576773421131397,1.0036344292072994,0.4123173277661795,0.9897137332542428,0.06778476589797344,1.042209155498559,0.4596211365902293,0.10276198212835097,0.897238017871649,0.5403788634097707,0.854571462629634,0.4166026133743274,0.06503950338600452,0.712562665923772,0.9882862098066092,0.9244681122733622,0.9244681122733622,0.38492127010093863,0.9004892736168612,0.524636058230683,0.8559485103841815,1.0359088761811628,0.9926779229403048,1.0073220770596953,0.9640911238188372,1.0031058794835057,0.9957147143918521,1.0027452625119688,0.4775755746808107,1.0359088761811628,1.0781271210622696,0.09910094359850335,0.9926779229403048,0.9287472184941911,0.9008990564014967,1.0073220770596953,1.0081606852516838,0.5224244253191893,0.9640911238188372,0.933548703303125,0.8561244023713869,1.0031058794835057,1.0036344292072994,0.41445997057025347,0.9957147143918521,0.9897137332542428,0.06641213464198897,1.0027452625119688,1.042209155498559
GaussianNB,,9,0.5181208053691275,1.0677971018314634,0.09414975268633807,1.046516141553988,0.9058502473136619,0.9954014722963525,0.4818791946308725,0.936094954014417,0.8580508474576272,0.9965259121770137,0.3940724478594951,0.8808248973452047,0.06775495875021942,0.965874225327293,0.4852240228789323,0.08996493121122207,0.9100350687887779,0.5147759771210677,0.8610421836228288,0.44739022369511183,0.07014884233737596,0.7046509588294827,0.9952423760857332,0.9666414488927585,0.9666414488927585,0.3813790351893599,0.9081870904571816,0.5011148272017837,0.8597306084533209,1.0328967824901953,1.004184821475116,0.995815178524884,0.9671032175098048,0.9970086638347984,0.9466822241643833,0.9976061164128435,0.5016724141240299,1.0328967824901953,1.0677971018314634,0.09205734194878007,1.004184821475116,1.046516141553988,0.90794265805122,0.995815178524884,0.9954014722963525,0.4983275858759701,0.9671032175098048,0.936094954014417,0.859546515540228,0.9970086638347984,0.9965259121770137,0.4207313357773035,0.9466822241643833,0.8808248973452047,0.06895190054379768,0.9976061164128435,0.965874225327293
LR,,0,0.6902173913043479,0.976405090137858,0.024057873485868075,0.9302799815824865,0.9759421265141319,1.001850887732196,0.30978260869565216,1.0569053708439897,0.9025449101796407,1.0147734612511543,0.6145552560646901,0.9961418529676022,0.08051989221746711,0.8613882778548819,0.7068965517241379,0.025860895603647793,0.9741391043963522,0.29310344827586204,0.8894053152186867,0.6169354838709677,0.0934768841038632,0.6374727259047476,0.9964279699449867,0.9395707576781921,0.9395707576781921,0.3810838020648808,0.9749454518094951,0.3,0.895229248225068,0.98332083958021,0.9981969778822203,1.0018030221177798,1.0166791604197902,1.013139594960954,0.9976197721937223,0.9870430081136039,0.6985569715142429,0.98332083958021,0.976405090137858,0.024959384544757934,0.9981969778822203,0.9302799815824865,0.975040615455242,1.0018030221177798,1.001850887732196,0.3014430284857571,1.0166791604197902,1.0569053708439897,0.8959751126991637,1.013139594960954,1.0147734612511543,0.6157453699678289,0.9976197721937223,0.9961418529676022,0.08699838816066516,0.9870430081136039,0.8613882778548819
LR,,1,0.6528497409326425,0.9778533129789361,0.020272572402044275,0.7729701961748526,0.9797274275979557,1.0061146441679965,0.3471502590673575,1.0444870768440613,0.9062029509183981,1.0122428668554437,0.6925064599483204,1.0841864985196734,0.08057553956834532,0.9229349176681876,0.6676356589147288,0.026226848722455065,0.9737731512775449,0.3323643410852713,0.8952426147822992,0.638733705772812,0.08730359858084136,0.6575497119789578,0.9945569576706563,0.9145634938658511,0.9145634938658511,0.42636748525695145,0.9764076279490465,0.3386917960088692,0.9000729878574746,0.9852140820179137,0.9940457236795892,1.0059542763204108,1.0147859179820862,1.0109603361360988,1.0537727541755084,0.9932719409875039,0.6602426999236857,0.9852140820179137,0.9778533129789361,0.02324971056224967,0.9940457236795892,0.7729701961748526,0.9767502894377503,1.0059542763204108,1.0061146441679965,0.33975730007631444,1.0147859179820862,1.0444870768440613,0.9007227828503486,1.0109603361360988,1.0122428668554437,0.6656200828605662,1.0537727541755084,1.0841864985196734,0.08393956907459334,0.9932719409875039,0.9229349176681876
LR,,2,0.6442953020134228,0.9802888405992192,0.024978614200171112,0.9359411048033808,0.9750213857998289,1.0017564965031063,0.35570469798657717,1.0377977726971015,0.9050075872534142,1.0119142185229013,0.6447688564476886,0.9954947728670356,0.07768247289205372,0.8813288006191596,0.6572504708097928,0.026688232915487275,0.9733117670845127,0.3427495291902072,0.8943520811225092,0.6476868327402135,0.08814244222755399,0.6610779484420258,0.9961014525193241,0.9411680050113673,0.9411680050113673,0.42584077632993633,0.974065138721351,0.34809075816270063,0.8990113462942074,0.98704483120363,0.9982903812846838,1.0017096187153163,1.01295516879637,1.010655506130905,0.997082023707475,0.9895400306644997,0.6507728864116078,0.98704483120363,0.9802888405992192,0.025833423557829194,0.9982903812846838,0.9359411048033808,0.9741665764421708,1.0017096187153163,1.0017564965031063,0.3492271135883922,1.01295516879637,1.0377977726971015,0.8996798341879617,1.010655506130905,1.0119142185229013,0.6462278445939511,0.997082023707475,0.9954947728670356,0.08291245755980386,0.9895400306644997,0.8813288006191596
LR,,3,0.6594301221166893,0.9964076294538521,0.023311213204015635,0.951404899337517,0.9766887867959844,1.001220578018296,0.3405698778833107,1.0070298975342722,0.9058058663441185,1.008743772935503,0.6469072164948454,0.9852322550065175,0.07805974943784132,0.9086338234857094,0.6618075801749271,0.024501884760366188,0.9754981152396338,0.33819241982507287,0.8979543573371171,0.6566037735849056,0.08590891888482402,0.6576043245350504,0.9959934636519601,0.9360692869898615,0.9360692869898615,0.42389209807005596,0.9760240511086058,0.3391845979614949,0.9014000398115586,0.9976225419417621,0.9988093284436494,1.0011906715563506,1.0023774580582379,1.0078515090070015,0.9903034429099398,0.9921508305530173,0.6606188511458082,0.9976225419417621,0.9964076294538521,0.02390654898219091,0.9988093284436494,0.951404899337517,0.9760934510178091,1.0011906715563506,1.001220578018296,0.3393811488541918,1.0023774580582379,1.0070298975342722,0.9018801118406179,1.0078515090070015,1.008743772935503,0.6517554950398755,0.9903034429099398,0.9852322550065175,0.08198433416133266,0.9921508305530173,0.9086338234857094
LR,,4,0.6839945280437756,1.0442108243955963,0.02075248861143919,0.7152369330733229,0.9792475113885608,1.0085092507837714,0.31600547195622436,0.9160505444280146,0.9064283568639231,1.0112427750028092,0.652542372881356,1.0580239051631235,0.07931472081218274,0.9479135278801506,0.6550348953140579,0.029014844804318485,0.9709851551956815,0.34496510468594216,0.8963508855342922,0.6167557932263814,0.0836729495669893,0.6537068006990119,0.9864866047006955,0.7973472466077558,0.7973472466077558,0.41076731281895873,0.9746569693334333,0.33275663206459055,0.9008028664322209,1.0289596327297177,0.9917376438071207,1.0082623561928794,0.9710403672702822,1.0100774713296308,1.0357865796549746,0.9956417712451935,0.6695147116789167,1.0289596327297177,1.0442108243955963,0.024883666707878838,0.9917376438071207,0.7152369330733229,0.9751163332921211,1.0082623561928794,1.0085092507837714,0.33048528832108326,0.9710403672702822,0.9160505444280146,0.9013896211991077,1.0100774713296308,1.0112427750028092,0.6346490830538687,1.0357865796549746,1.0580239051631235,0.08149383518958603,0.9956417712451935,0.9479135278801506
LR,,5,0.640495867768595,0.956089035172016,0.02500844880027031,0.9588731664352343,0.9749915511997297,1.0011013568583322,0.359504132231405,1.0891172383529584,0.9077363034316677,1.0137150581789907,0.6381418092909535,1.0014496830170718,0.07457898957497995,0.8558155853117249,0.6699123661148978,0.026081081081081092,0.9739189189189189,0.33008763388510226,0.8954550848463273,0.6372180451127819,0.08714376187460418,0.658332974249537,0.9984288874805167,0.9751132233051021,0.9751132233051021,0.4196101031111332,0.9743955548881214,0.34227039361095263,0.900869219029925,0.9705835016536972,0.9989273677191892,1.0010726322808108,1.0294164983463028,1.0122812185853403,1.0009237641781716,0.9874352277003757,0.6552041169417464,0.9705835016536972,0.956089035172016,0.0255447649406757,0.9989273677191892,0.9588731664352343,0.9744552350593243,1.0010726322808108,1.0011013568583322,0.3447958830582536,1.0294164983463028,1.0891172383529584,0.9015956941389975,1.0122812185853403,1.0137150581789907,0.6376799272018677,1.0009237641781716,1.0014496830170718,0.08086137572479207,0.9874352277003757,0.8558155853117249
LR,,6,0.6398929049531459,0.9791586572110731,0.02334500583625143,0.7840479379474681,0.9766549941637486,1.00662729422506,0.36010709504685406,1.0393090882046705,0.9083629893238434,1.0178897338311996,0.6577017114914425,1.0541496875848955,0.07545382794001579,0.8612182128646869,0.6535129932627526,0.029774972557628954,0.970225027442371,0.34648700673724736,0.8923982226492134,0.6239168110918544,0.08761290322580645,0.662655619060303,0.991353838169678,0.8752225484209856,0.8752225484209856,0.42521021585739993,0.9731275875047045,0.35218365061590146,0.899542167075841,0.9863799116903933,0.9935700332786225,1.0064299667213774,1.0136200883096067,1.0159647666746299,1.033784900399588,0.9878409247142094,0.6467029491079492,0.9863799116903933,0.9791586572110731,0.026559989196940192,0.9935700332786225,0.7840479379474681,0.9734400108030599,1.0064299667213774,1.00662729422506,0.3532970508920507,1.0136200883096067,1.0393090882046705,0.9003806059865285,1.0159647666746299,1.0178897338311996,0.6408092612916485,1.033784900399588,1.0541496875848955,0.08153336558291112,0.9878409247142094,0.8612182128646869
LR,,7,0.6533523537803139,0.9909335409295036,0.020190023752969077,0.9261238673352662,0.9798099762470309,1.0016464346528666,0.3466476462196862,1.017547163762843,0.9125094768764215,1.014351518164531,0.6712707182320442,0.9767366068657273,0.07347986523343494,0.8486977758021411,0.6593301435406699,0.02180056519983853,0.9781994348001615,0.3406698564593301,0.8995988673902784,0.6872586872586872,0.08657954259864288,0.6609908469425694,0.9937763353406363,0.8981625836819165,0.8981625836819165,0.439479956874113,0.9789118198874296,0.34306987399770905,0.9052484904784023,0.994022210239644,0.9983894585531305,1.0016105414468695,1.0059777897603561,1.012910609486143,0.984012030973357,0.9869003226347921,0.6563412486604918,0.994022210239644,0.9909335409295036,0.020995294476403803,0.9983894585531305,0.9261238673352662,0.9790047055235962,1.0016105414468695,1.0016464346528666,0.3436587513395082,1.0059777897603561,1.017547163762843,0.9060541721333499,1.012910609486143,1.014351518164531,0.6792647027453658,0.984012030973357,0.9767366068657273,0.08002970391603892,0.9869003226347921,0.8486977758021411
