algorithm,params,run-id,0-FNR,0-FNR_over_1-FNR,0-FPR,0-FPR_over_1-FPR,0-TNR,0-TNR_over_1-TNR,0-TPR,0-TPR_over_1-TPR,0-accuracy,0-accuracy_over_1-accuracy,0-calibration+,0-calibration+_over_1-calibration+,0-calibration-,0-calibration-_over_1-calibration-,1-FNR,1-FPR,1-TNR,1-TPR,1-accuracy,1-calibration+,1-calibration-,BCR,CV,DIavgall,DIbinary,MCC,TNR,TPR,accuracy,diff:1-FNRto0-FNR,diff:1-FPRto0-FPR,diff:1-TNRto0-TNR,diff:1-TPRto0-TPR,diff:1-accuracyto0-accuracy,diff:1-calibration+to0-calibration+,diff:1-calibration-to0-calibration-,marital-FNR,marital-FNRDiff,marital-FNRRatio,marital-FPR,marital-FPRDiff,marital-FPRRatio,marital-TNR,marital-TNRDiff,marital-TNRRatio,marital-TPR,marital-TPRDiff,marital-TPRRatio,marital-accuracy,marital-accuracyDiff,marital-accuracyRatio,marital-calibration+,marital-calibration+Diff,marital-calibration+Ratio,marital-calibration-,marital-calibration-Diff,marital-calibration-Ratio
SVM,,0,1.0,1.001121076233184,0.0,0.0,1.0,1.000122279285889,0.0,0.0,0.8569761626937823,0.950542578305171,1.0,2.0,0.1430238373062177,1.4542894667795905,0.9988801791713325,0.00012226433549333837,0.9998777356645067,0.0011198208286674132,0.9015652557319224,0.5,0.09834619625137817,0.5002480135761118,0.9997795414462081,1.0,0.0,0.01379886676526036,0.9999249249249249,0.0005711022272986865,0.8838166014199456,1.0011198208286674,0.9998777356645067,1.0001222643354932,0.9988801791713325,0.9554109069618599,1.5,1.0446776410548395,0.9994400895856663,1.0011198208286674,1.001121076233184,6.113216774666919e-05,0.9998777356645067,1.0,0.9999388678322534,1.0001222643354932,1.000122279285889,0.0005599104143337066,0.9988801791713325,1.0,0.8792707092128523,0.9554109069618599,0.950542578305171,0.75,1.5,2.0,0.12068501677879793,1.0446776410548395,1.4542894667795905
SVM,,1,0.9988518943742825,0.9999329029179775,0.00019557989438689916,1.5963230979865664,0.9998044201056131,0.9999269301436116,0.001148105625717566,1.0619977037887485,0.8544451871657754,0.9512795167575842,0.5,1.0,0.14543630892678033,1.4299663058439387,0.9989189189189189,0.00012251899044346537,0.9998774810095565,0.001081081081081081,0.8982062286783317,0.5,0.10170610897083104,0.5004814633061963,1.000114129958235,1.5185494652406417,1.5185494652406417,0.019152268902579588,0.9998493408662901,0.0011135857461024498,0.8808307345232566,0.9999329754553635,1.0000730609039434,0.9999269390960566,1.0000670245446366,0.9562389584874438,1.0,1.0437301999559492,0.9988854066466006,0.9999329754553635,0.9999329029179775,0.00015904944241518226,1.0000730609039434,1.5963230979865664,0.9998409505575848,0.9999269390960566,0.9999269301436116,0.0011145933533993236,1.0000670245446366,1.0619977037887485,0.8763257079220536,0.9562389584874438,0.9512795167575842,0.5,1.0,1.0,0.12357120894880569,1.0437301999559492,1.4299663058439387
SVM,,2,1.0,1.0,0.0,0.0,1.0,1.000244289727617,0.0,1.0,0.8655913978494624,0.9641294683020945,1.0,0.0,0.13440860215053763,1.3176378772112383,1.0,0.00024423006472096276,0.999755769935279,0.0,0.8977958109441825,0.0,0.10200723922342876,0.49992504310021735,0.9997806777058889,1.0,0.0,-0.004148600743759556,0.9998500862004347,0.0,0.8850773007763254,1.0,0.999755769935279,1.000244230064721,1.0,0.9677955869052799,2.0,1.032401362927109,1.0,1.0,1.0,0.00012211503236048138,0.999755769935279,1.0,0.9998778849676395,1.000244230064721,1.000244289727617,1.0,1.0,1.0,0.8816936043968224,0.9677955869052799,0.9641294683020945,0.5,2.0,1.0,0.11820792068698319,1.032401362927109,1.3176378772112383
SVM,,3,1.0,1.0010373443983402,0.00019573302016051564,0.0,0.9998042669798395,0.9998042669798395,0.0,0.0,0.8566157974174073,0.9580128539879355,0.0,0.0,0.14324052331432405,1.353206894007831,0.9989637305699481,0.0,1.0,0.0010362694300518134,0.8941589811155028,1.0,0.10585264082573845,0.5002371461517234,1.0000579072336795,1.5274190843535134,1.5274190843535134,0.013413617751900518,0.9999245396921219,0.0005497526113249038,0.87930462477606,1.0010362694300519,1.0001957330201605,0.9998042669798395,0.9989637305699481,0.9624568163019045,0.0,1.0373878824885856,0.9994818652849741,1.0010362694300519,1.0010373443983402,9.786651008025782e-05,1.0001957330201605,1.0,0.9999021334899197,0.9998042669798395,0.9998042669798395,0.0005181347150259067,0.9989637305699481,1.0,0.8753873892664551,0.9624568163019045,0.9580128539879355,0.5,1.0,1.0,0.12454658207003125,1.0373878824885856,1.353206894007831
SVM,,4,1.0,1.0,0.00019249278152067006,1.5711260827723936,0.9998075072184793,0.9999300176347541,0.0,1.0,0.8648018648018648,0.9605966063508031,0.0,1.0,0.1350541215653622,1.3556263099318306,1.0,0.00012251899044346537,0.9998774810095565,0.0,0.9002757859900717,0.0,0.09962488967343336,0.4999251328891218,1.0000561857704715,1.5093240093240092,1.5093240093240092,-0.004126897925583286,0.9998502657782437,0.0,0.8861389423395926,1.0,1.0000699737910772,0.9999300262089228,1.0,0.9645260788117931,1.0,1.035429231891929,1.0,1.0,1.0,0.00015750588598206772,1.0000699737910772,1.5711260827723936,0.9998424941140179,0.9999300262089228,0.9999300176347541,1.0,1.0,1.0,0.8825388253959683,0.9645260788117931,0.9605966063508031,1.0,1.0,1.0,0.11733950561939778,1.035429231891929,1.3556263099318306
SVM,,5,1.0,1.0010928961748633,0.0,1.0,1.0,1.0,0.0,0.0,0.8558513309894525,0.9515502149996382,1.0,1.0,0.14414866901054746,1.433137095069891,0.9989082969432315,0.0,1.0,0.001091703056768559,0.8994284458122664,1.0,0.10058260965153347,0.5002813731007316,0.9998900857331282,1.0,0.0,0.022280631565322243,1.0,0.0005627462014631402,0.8821577864773406,1.0010917030567685,1.0,1.0,0.9989082969432315,0.9564228851771861,1.0,1.043566059359014,0.9994541484716157,1.0010917030567685,1.0010928961748633,1.0,1.0,1.0,1.0,1.0,1.0,0.0005458515283842794,0.9989082969432315,1.0,0.8776398884008595,0.9564228851771861,0.9515502149996382,1.0,1.0,1.0,0.12236563933104047,1.043566059359014,1.433137095069891
SVM,,6,0.9976387249114522,0.998716088545266,0.0,1.0,1.0,1.0,0.0023612750885478157,2.188902007083825,0.8573598919648886,0.9539315085516161,1.0,1.0,0.14268828098615333,1.4093164340165856,0.9989212513484358,0.0,1.0,0.0010787486515641855,0.8987646222805291,1.0,0.10124644653400394,0.5008455467869222,1.00022828426126,3.0881161377447675,3.0881161377447675,0.038630724057591506,1.0,0.0016910935738444193,0.8824895494658616,0.9987174735630164,1.0,1.0,1.0012825264369836,0.9585952696843595,1.0,1.0414418344521494,0.998279988129944,0.9987174735630164,0.998716088545266,1.0,1.0,1.0,1.0,1.0,1.0,0.0017200118700560006,1.0012825264369836,2.188902007083825,0.8780622571227088,0.9585952696843595,0.9539315085516161,1.0,1.0,1.0,0.12196736376007863,1.0414418344521494,1.4093164340165856
SVM,,7,1.0,1.0011223344556677,0.0,1.0,1.0,1.0,0.0,0.0,0.8633081719724319,0.9584364902048629,1.0,1.0,0.1366918280275681,1.3770436008703157,0.9988789237668162,0.0,1.0,0.0011210762331838565,0.9007463517879024,1.0,0.09926470588235294,0.5002898550724638,0.9998886042107609,1.0,0.0,0.022658146704671988,1.0,0.0005797101449275362,0.885608121557959,1.0011210762331837,1.0,1.0,0.9988789237668162,0.9625618201845295,1.0,1.0374271221452152,0.9994394618834082,1.0011210762331837,1.0011223344556677,1.0,1.0,1.0,1.0,1.0,1.0,0.0005605381165919282,0.9988789237668162,1.0,0.8820272618801672,0.9625618201845295,0.9584364902048629,1.0,1.0,1.0,0.11797826695496053,1.0374271221452152,1.3770436008703157
SVM,,8,1.0,1.001083423618635,0.0,0.0,1.0,1.0001224439818783,0.0,0.0,0.8656966047834086,0.9636280032677217,1.0,2.0,0.1343033952165914,1.3226629063042425,0.9989177489177489,0.0001224289911850862,0.9998775710088149,0.0010822510822510823,0.8983721953365597,0.5,0.10154015401540153,0.5002520493738188,0.9997800263968324,1.0,0.0,0.013939512628504005,0.9999250599520384,0.0005790387955993051,0.8854090637648464,1.0010822510822512,0.9998775710088149,1.000122428991185,0.9989177489177489,0.9673244094468489,1.5,1.0327632412011898,0.9994588744588744,1.0010822510822512,1.001083423618635,6.12144955925431e-05,0.9998775710088149,1.0,0.9999387855044075,1.000122428991185,1.0001224439818783,0.0005411255411255411,0.9989177489177489,1.0,0.8820344000599841,0.9673244094468489,0.9636280032677217,0.75,1.5,2.0,0.11792177461599647,1.0327632412011898,1.3226629063042425
SVM,,9,1.0,1.0021505376344086,0.0,1.0,1.0,1.0,0.0,0.0,0.8610878661087866,0.9591544489499784,1.0,1.0,0.1389121338912134,1.3583515544158007,0.9978540772532188,0.0,1.0,0.002145922746781116,0.8977572559366754,1.0,0.10226522982186056,0.5005675368898979,0.9997801231310466,1.0,0.0,0.03166230600510444,1.0,0.0011350737797956867,0.8832194280406078,1.0021459227467813,1.0,1.0,0.9978540772532188,0.9633306101721112,1.0,1.036646904069353,0.9989270386266094,1.0021459227467813,1.0021505376344086,1.0,1.0,1.0,1.0,1.0,1.0,0.001072961373390558,0.9978540772532188,1.0,0.8794225610227311,0.9633306101721112,0.9591544489499784,1.0,1.0,1.0,0.12058868185653698,1.036646904069353,1.3583515544158007
