,model,seed,settings,base_rates,hash_train,hash_test,accuracy,balanced accuracy,f1,precision,true positive rate,true negative rate,false positive rate,false negative rate,selection rate,count,equalized_odds_difference,equalized_odds_ratio,demographic_parity_difference,demographic_parity_ratio
ExtraTreesEntr,ExtraTreesEntr,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.9036538971954349,0.6700714493791323,0.4716157205240174,0.6685006877579092,0.36431784107946025,0.9758250576788043,0.024174942321195707,0.6356821589205397,0.06431920729009998,11303,0.3017241379310345,0.08083038869257951,0.19655098963081616,0.1228002129439501
NeuralNetFastAI,NeuralNetFastAI,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.902680704237813,0.7188676200569593,0.5370370370370371,0.6122840690978887,0.4782608695652174,0.959474370548701,0.040525629451299026,0.5217391304347826,0.09218791471290808,11303,0.38224348750664544,0.1268956124852768,0.19143432671512559,0.16781441444499126
XGBoost,XGBoost,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.9099354153764487,0.7129159991175041,0.5439068100358423,0.6759465478841871,0.4550224887556222,0.970809509479386,0.029190490520613902,0.5449775112443778,0.07944793417676722,11303,0.36713286713286714,0.11349669688124137,0.1908441043905016,0.16375583348889305
LinearModel,LinearModel,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.9035654251083783,0.6622295232161228,0.45878848063555117,0.6794117647058824,0.34632683658170915,0.9781322098505366,0.021867790149463336,0.6536731634182908,0.06016101919844289,11303,0.4199893673577884,0.1054039593365436,0.13017309358921308,0.15467842928486322
NeuralNetTorch,NeuralNetTorch,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.9063965318941873,0.7307138636519839,0.5580618212197159,0.630188679245283,0.5007496251874063,0.9606781021165613,0.03932189788343866,0.4992503748125937,0.09378041227992569,11303,0.2517482517482517,0.10981047937569677,0.19322220035018287,0.193373989014316
LightGBMLarge,LightGBMLarge,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.907989029461205,0.7053194362794528,0.5302619692863595,0.6670454545454545,0.44002998500749624,0.9706088875514094,0.02939111244859063,0.5599700149925038,0.07785543660974963,11303,0.4231791600212653,0.08567415730337077,0.22235381325244744,0.13568920977677684
WeightedEnsemble_L2,WeightedEnsemble_L2,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",1d3c42a39aea7a42a2375b1916bd4d9a,49d31f229b047c007dc9e89a19a15704,0.9094045828541095,0.7213808082416812,0.5532286212914486,0.6617954070981211,0.4752623688155922,0.9674992476677701,0.03250075233222991,0.5247376311844077,0.08475625940015925,11303,0.3705475810738969,0.12016237590442538,0.17976905239653032,0.1705392845563601
KNeighborsUnif,KNeighborsUnif,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.8825090683889233,0.6223720068945364,0.3615384615384616,0.5040214477211796,0.2818590704647676,0.9628849433243053,0.03711505667569465,0.7181409295352323,0.06600017694417411,11303,0.10438012580974956,0.548118381754005,0.040840069168326665,0.6092763531806359
KNeighborsDist,KNeighborsDist,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.8813589312571883,0.6285377849745004,0.37189695550351287,0.49563046192259674,0.29760119940029983,0.959474370548701,0.040525629451299026,0.7023988005997002,0.07086614173228346,11303,0.09307153476286784,0.5418897637795276,0.04891238981016753,0.5819621084224348
LightGBMXT,LightGBMXT,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9109086083340706,0.7209348229887463,0.5558006175562417,0.6752411575562701,0.47226386806596704,0.9696057779115257,0.03039422208847427,0.527736131934033,0.08254445722374591,11303,0.1427212943492761,0.17067958812840703,0.21349429103782047,0.24807779914701691
LightGBM,LightGBM,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9091391665929399,0.7218796560191165,0.553284036537625,0.6590673575129534,0.4767616191904048,0.9669976928478282,0.033002307152171735,0.5232383808095952,0.08537556400955498,11303,0.10925090444775486,0.20479669549503032,0.19230059016654422,0.279153928089153
RandomForestGini,RandomForestGini,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9072812527647527,0.6909579366200138,0.5093632958801498,0.6783042394014963,0.4077961019490255,0.9741197712910021,0.025880228708997893,0.5922038980509745,0.07095461381934,11303,0.08841810314251258,0.19882371846376345,0.15962677899350075,0.2794312300363804
RandomForestEntr,RandomForestEntr,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9075466690259223,0.6878618319489067,0.5054424988168481,0.6854942233632862,0.4002998500749625,0.9754238138228508,0.024576186177149163,0.5997001499250375,0.06891975581703973,11303,0.08978293253883804,0.18645669291338585,0.15847626589362956,0.27440509687273895
CatBoost,CatBoost,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.911970273378749,0.7143942323150793,0.5499773857982813,0.69327251995439,0.45577211394302847,0.9730163506871301,0.026983649312869895,0.5442278860569715,0.07759002034858002,11303,0.1144252619548281,0.1945245305875227,0.184015666760604,0.2673661963133716
ExtraTreesGini,ExtraTreesGini,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9009112624966823,0.6626728014265513,0.4552529182879378,0.6481994459833795,0.35082458770614694,0.9745210151469555,0.025478984853044437,0.6491754122938531,0.0638768468548173,11303,0.12439896602065276,0.19501847983287804,0.16216850137145608,0.2521582059057313
ExtraTreesEntr,ExtraTreesEntr,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9018844554543042,0.6628998546167783,0.4571708272148801,0.6586741889985895,0.35007496251874065,0.9757247467148159,0.02427525328518407,0.6499250374812594,0.06272670972308236,11303,0.11336717428087989,0.1933992293516502,0.1567723710636664,0.25562155665325803
NeuralNetFastAI,NeuralNetFastAI,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9079005573741484,0.7370856777449373,0.5682289506428867,0.6360259981429898,0.5134932533733133,0.9606781021165613,0.03932189788343866,0.48650674662668664,0.09528443775988675,11303,0.11913740512165708,0.22210282538212137,0.21156535625521813,0.282468818203202
XGBoost,XGBoost,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9105547199858445,0.7184616012788069,0.5520602569782898,0.6749729144095341,0.46701649175412296,0.9699067108034908,0.03009328919650918,0.532983508245877,0.08165973635318056,11303,0.11909959864100472,0.19040704657680502,0.1962398135767862,0.2643875993992986
LinearModel,LinearModel,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9039193134566045,0.6653520591494804,0.46449704142011833,0.6786743515850144,0.3530734632683658,0.9776306550305949,0.022369344969405156,0.6469265367316341,0.06139962841723436,11303,0.13367174280879868,0.16994750656167978,0.1664485037476907,0.23790363641235898
NeuralNetTorch,NeuralNetTorch,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9067504202424135,0.7276679144628709,0.5552742616033756,0.6351351351351351,0.49325337331334335,0.9620824556123985,0.037917544387601566,0.5067466266866567,0.09165708219056888,11303,0.1359620338498766,0.19811023622047244,0.2203723489401028,0.264277730882261
LightGBMLarge,LightGBMLarge,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.9078120852870919,0.6841164130543816,0.5004793863854267,0.6941489361702128,0.391304347826087,0.9769284782826763,0.023071521717323705,0.6086956521739131,0.06653100946651332,11303,0.11263945997348085,0.20271745101629737,0.1593547703641404,0.26513375680997125
WeightedEnsemble_L2,WeightedEnsemble_L2,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",c43b8fe69b921caea4f7c14a3fdaa160,fdc79533cb76d5ff6e709222c8ef3593,0.911970273378749,0.7179654605438779,0.554411106135244,0.6885428253615128,0.46401799100449775,0.9719129300832581,0.0280870699167419,0.5359820089955023,0.07953640626382376,11303,0.1464402269754318,0.20438522107813448,0.19352923807441888,0.2615937999660566
KNeighborsUnif,KNeighborsUnif,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.8840130938688844,0.6248479356469825,0.3675832127351664,0.5155615696887687,0.2856071964017991,0.9640886748921658,0.035911325107834284,0.7143928035982009,0.06538087233477838,11303,0.060613008217798636,0.8081066848839361,0.005021232521335059,0.9265705289162963
KNeighborsDist,KNeighborsDist,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.8837476776077148,0.6302166401000523,0.3772511848341232,0.5128865979381443,0.2983508245877061,0.9620824556123985,0.037917544387601566,0.7016491754122939,0.06865433955587012,11303,0.05907554260847675,0.8198061074773403,0.007637946288198527,0.8956835443882075
LightGBMXT,LightGBMXT,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9104662478987879,0.7271771878129548,0.5622837370242215,0.6646216768916156,0.487256371814093,0.9670980038118167,0.03290199618818337,0.512743628185907,0.08652570114128992,11303,0.05850910791030556,0.729455573916769,0.02372359117680184,0.7644216317203171
LightGBM,LightGBM,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9086083340706007,0.725474608467659,0.5564620008587376,0.6512562814070352,0.48575712143928035,0.9651920954960377,0.03480790450396228,0.5142428785607196,0.088029726621251,11303,0.04352106597615585,0.7367824923699524,0.02562192115420546,0.7520670267886672
RandomForestGini,RandomForestGini,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9069273644165265,0.6836148582344398,0.4980916030534351,0.6850393700787402,0.391304347826087,0.9759253686427927,0.024074631357207343,0.6086956521739131,0.06741573033707865,11303,0.010820700940461392,0.6932093342190413,0.02405918414777288,0.7058570712256155
RandomForestEntr,RandomForestEntr,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9061311156330177,0.6760210024388948,0.48520135856380403,0.687757909215956,0.3748125937031484,0.9772294111746413,0.022770588825358613,0.6251874062968515,0.06431920729009998,11303,0.037856718994443594,0.6783368430485237,0.020042647324012237,0.7373084725371537
CatBoost,CatBoost,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9115279129434664,0.7157667404636532,0.550763701707098,0.6872197309417041,0.45952023988005997,0.9720132410472465,0.027986758952753536,0.54047976011994,0.07891710165442803,11303,0.05109600618582655,0.7102244724225996,0.022842033035889248,0.7532409352797522
ExtraTreesGini,ExtraTreesGini,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9018844554543042,0.6525108270420914,0.43961596766043454,0.6744186046511628,0.32608695652173914,0.9789346975624436,0.021065302437556426,0.6739130434782609,0.057064496151464215,11303,0.02750804696912479,0.7288600999788778,0.017097273787226898,0.745887577829059
ExtraTreesEntr,ExtraTreesEntr,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9025037600636999,0.6574071149799762,0.4489999999999999,0.6741741741741741,0.3365817091454273,0.978232520814525,0.02176747918547497,0.6634182908545727,0.05892240997965142,11303,0.030475085864307472,0.8038339904714966,0.015460126932914611,0.7731849764809818
NeuralNetFastAI,NeuralNetFastAI,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9072812527647527,0.7812126136751065,0.6106983655274889,0.605301914580265,0.616191904047976,0.946233323302237,0.05376667669776307,0.383808095952024,0.12014509422277271,11303,0.034134433835032674,0.6769989005573037,0.04141995212510749,0.714145762875586
XGBoost,XGBoost,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9083429178094311,0.6977282875264144,0.5208140610545791,0.6799516908212561,0.42203898050974514,0.9734175945430835,0.026582405456916442,0.5779610194902549,0.07325488808280987,11303,0.04820988653323982,0.7035524576185,0.021279035627539328,0.752488352854095
LinearModel,LinearModel,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9047155622401133,0.665803458487428,0.4665676077265973,0.6875912408759124,0.3530734632683658,0.9785334537064901,0.02146654629350988,0.6469265367316341,0.06060337963372556,11303,0.024428620237003484,0.7408237127310563,0.01853404136614658,0.7414330670759673
NeuralNetTorch,NeuralNetTorch,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9083429178094311,0.7077926579893923,0.5341726618705036,0.6674157303370787,0.4452773613193403,0.9703079546594443,0.029692045340555723,0.5547226386806596,0.07874015748031496,11303,0.05263796730862602,0.7502971617429623,0.020930617862139317,0.7706206023204587
LightGBMLarge,LightGBMLarge,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9052463947624525,0.7044139305610511,0.5237883503779457,0.6437158469945355,0.44152923538230887,0.9672986257397933,0.03270137426020664,0.5584707646176912,0.0809519596567283,11303,0.039155922389455367,0.6299751169024751,0.028267116380777918,0.7111037184274652
WeightedEnsemble_L2,WeightedEnsemble_L2,8811,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'marital == married'}","{(True,): 27214, (False,): 17997}",bd60fa9df992bca05acbc3bb44f94798,23dd01292d73be163b638915a6baf7b3,0.9104662478987879,0.7583442705370156,0.5958466453674122,0.6376068376068376,0.5592203898050975,0.9574681512689337,0.04253184873106631,0.4407796101949025,0.10351234185614439,11303,0.05529481577385764,0.7489504745295774,0.028780498760812373,0.7615779446918494
KNeighborsUnif,KNeighborsUnif,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9054093425269496,0.7281316525987322,0.5348615090735435,0.5725971370143149,0.5017921146953405,0.9544711905021239,0.04552880949787605,0.4982078853046595,0.09497912013207731,10297,0.0014292251560528366,0.9687577804370697,0.0027955056636152636,0.9712825327283159
KNeighborsDist,KNeighborsDist,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.899291055647276,0.7262749272984296,0.5210161662817553,0.5376549094375596,0.5053763440860215,0.9471735105108376,0.0528264894891624,0.4946236559139785,0.10187433232980479,10297,0.03605503136366034,0.9326727475556139,0.0065983275707126865,0.9385967399007796
LightGBMXT,LightGBMXT,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9181314946100806,0.7214910585559471,0.554675118858954,0.6756756756756757,0.47043010752688175,0.9725520095850125,0.027447990414987473,0.5295698924731183,0.07545887151597552,10297,0.03326129355331825,0.7516952263199583,0.006255616651181212,0.918141592920354
LightGBM,LightGBM,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9175488006215402,0.7010923096202654,0.5275459098497496,0.6960352422907489,0.42473118279569894,0.9774534364448317,0.02254656355516828,0.5752688172043011,0.0661357676993299,10297,0.024352959780717942,0.7990395665412152,0.0034555415086388597,0.948166877370417
RandomForestGini,RandomForestGini,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.913761289696028,0.726124575883106,0.5501519756838906,0.6328671328671329,0.48655913978494625,0.9656900119812657,0.03430998801873434,0.5134408602150538,0.08332524036127027,10297,0.012809024300247718,0.9270907791279486,0.003121461827080757,0.9636900543349871
RandomForestEntr,RandomForestEntr,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9143439836845684,0.7256642009229751,0.5509164969450102,0.6379716981132075,0.48476702508960573,0.9665613767563446,0.033438623243655374,0.5152329749103942,0.08235408371370302,10297,0.011192521919420884,0.9060205341477678,0.00021222691016911654,0.9974240145931422
CatBoost,CatBoost,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9168689909682431,0.718815232799232,0.5485232067510548,0.6666666666666666,0.4659498207885305,0.9716806448099335,0.028319355190066443,0.5340501792114696,0.0757502185102457,10297,0.04097482121835083,0.8368430041685907,0.005106138841078606,0.9332833583208395
ExtraTreesGini,ExtraTreesGini,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9056035738564631,0.6766831160191746,0.46885245901639344,0.6008403361344538,0.3844086021505376,0.9689576298878118,0.031042370112188213,0.6155913978494624,0.06934058463630184,10297,0.03494807864635496,0.9081705591457455,0.003507836656359953,0.9498016478486421
ExtraTreesEntr,ExtraTreesEntr,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9062833835097601,0.6770643381082717,0.4706527701590784,0.6067892503536068,0.3844086021505376,0.9697200740660059,0.030279925933994117,0.6155913978494624,0.06866077498300475,10297,0.015339201939802816,0.960356023795468,0.0002827999735985631,0.9958955086400649
NeuralNetFastAI,NeuralNetFastAI,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9157036029911625,0.703993247703786,0.5272331154684097,0.6722222222222223,0.4336917562724014,0.9742947391351705,0.02570526086482954,0.5663082437275986,0.06992327862484218,10297,0.002389612215135395,0.968602306551588,0.002525398687036398,0.9649545550623545
XGBoost,XGBoost,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9186170729338642,0.7150726976664836,0.5480043149946063,0.6883468834688347,0.4551971326164875,0.9749482627164797,0.025051737283520312,0.5448028673835126,0.07167136059046324,10297,0.04118566935498036,0.6783591066789868,0.00850227712366533,0.8834947403573218
LinearModel,LinearModel,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9143439836845684,0.7067729189041261,0.5278372591006424,0.6555851063829787,0.44175627240143367,0.9717895654068184,0.02821043459318157,0.5582437275985663,0.0730309798970574,10297,0.008826292011274346,0.7013643285576654,0.004133855269370781,0.9438838805723265
NeuralNetTorch,NeuralNetTorch,8811,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['job_and_age'], 'process_protected': 'age >= 35; job: privileged vs. unprivileged'}","{(True,): 35091, (False,): 6097}",fb2659e7a4f93bd78aac2aa9184848d4,42d8e12bbbab0cb0dcab6a792935a3ab,0.9172574536272701,0.7749197832987638,0.6084558823529411,0.6245283018867924,0.5931899641577061,0.9566496024398213,0.04335039756017863,0.4068100358422939,0.10294260464212877,10297,0.003918979467104761,0.9108260286169321,0.001601856223884146,0.9846415966897896
