,model,seed,settings,base_rates,hash_train,hash_test,accuracy,balanced accuracy,f1,precision,true positive rate,true negative rate,false positive rate,false negative rate,selection rate,count,equalized_odds_difference,equalized_odds_ratio,demographic_parity_difference,demographic_parity_ratio
KNeighborsDist,KNeighborsDist,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9011362532776537,0.7284829373387536,0.5321691176470589,0.5605033881897387,0.5065616797900262,0.9504041948874808,0.04959580511251912,0.49343832020997375,0.1003204816936972,10297,0.09705870220771015,0.31735379447243856,0.18225178218343613,0.3295343528160865
LightGBMXT,LightGBMXT,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9150237933378654,0.711027320787436,0.5397159389794844,0.6767810026385225,0.44881889763779526,0.9732357439370767,0.026764256062923313,0.5511811023622047,0.07361367388559775,10297,0.16102804265643517,0.1884791571232249,0.19837703571847537,0.23788062860054082
LightGBM,LightGBM,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9206565018937555,0.7635796808990749,0.6111375535459305,0.6701461377870563,0.5616797900262467,0.965479571771903,0.034520428228097005,0.43832020997375326,0.09303680683694279,10297,0.09086497771257696,0.251116021305453,0.19699430279351837,0.2924524154102625
RandomForestGini,RandomForestGini,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9125959017189472,0.7127243926276748,0.5365602471678682,0.6520650813516896,0.4558180227471566,0.9696307625081931,0.03036923749180686,0.5441819772528433,0.07759541614062349,10297,0.21072053264120066,0.2375269246888432,0.2046497433621849,0.24254637670215712
RandomForestEntr,RandomForestEntr,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9133728270370011,0.7085674674104671,0.5329842931937172,0.6636245110821382,0.4453193350831146,0.9718155997378195,0.028184400262180467,0.5546806649168854,0.07448771486840827,10297,0.1974496417085143,0.22875248129485415,0.19744824314881593,0.24144883802954897
CatBoost,CatBoost,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.918325725939594,0.7427447347429834,0.5842807711319823,0.6715909090909091,0.5170603674540682,0.9684291020318986,0.03157089796810138,0.48293963254593175,0.08546178498591823,10297,0.08605766518083846,0.2690990296922501,0.17703350827888603,0.2976513756517398
ExtraTreesGini,ExtraTreesGini,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9048266485384092,0.6624157915370913,0.4500561167227834,0.6275430359937402,0.35083114610673666,0.9740004369674459,0.025999563032554074,0.6491688538932633,0.06205690977954744,10297,0.23279354511087286,0.19129828981523897,0.19490192678129084,0.20600356002521109
ExtraTreesEntr,ExtraTreesEntr,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.90599203651549,0.6657510134261402,0.45739910313901344,0.6365054602184087,0.3569553805774278,0.9745466462748525,0.025453353725147475,0.6430446194225722,0.06225114110906089,10297,0.2383851492410991,0.19125544585335427,0.19644617406487436,0.20504781561747507
NeuralNetFastAI,NeuralNetFastAI,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9122074390599204,0.756530713593071,0.5845588235294119,0.6156824782187803,0.5564304461942258,0.9566309809919161,0.043369019008083896,0.4435695538057743,0.1003204816936972,10297,0.09613384772032053,0.28827221512324097,0.19800759287500658,0.3092493742808678
XGBoost,XGBoost,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9196853452461882,0.7607365252601017,0.6060028585040496,0.6652719665271967,0.5564304461942258,0.9650426043259777,0.034957395674022285,0.4435695538057743,0.09284257550742935,10297,0.09712802572927837,0.254906451815724,0.19720070114233157,0.29171109116334165
LinearModel,LinearModel,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9125959017189472,0.7123415682390805,0.5360824742268041,0.6524466750313677,0.4549431321084864,0.9697400043696744,0.03025999563032554,0.5450568678915135,0.07740118481111004,10297,0.14727190656209443,0.20425414221384802,0.19785355918141123,0.24939305985552115
NeuralNetTorch,NeuralNetTorch,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9140526366902981,0.7388101162360168,0.570179698882953,0.6408296943231441,0.5135608048993876,0.9640594275726458,0.03594057242735416,0.4864391951006124,0.08895794891716034,10297,0.08653196935388277,0.2696701786532295,0.17857027489743837,0.3051784816490699
LightGBMLarge,LightGBMLarge,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9162862969797029,0.7408320464202407,0.5774509803921568,0.6566332218506131,0.5153105861767279,0.9663535066637535,0.03364649333624645,0.4846894138232721,0.08711275128678256,10297,0.12684082830220617,0.26177660711559014,0.19278557863794094,0.28208069795564333
WeightedEnsemble_L2,WeightedEnsemble_L2,8060,"{'dataset': 'ORG-017-DS-0', 'protected_attrs': ['age'], 'process_protected': 'age >= 25 and age < 60'}","{(True,): 38927, (False,): 2261}",e4b8d9739ba8ebdf044554bf67026a8b,a5dfbe85c008a9c3e961e15b36872df9,0.9205593862289987,0.7631422355797398,0.6104761904761904,0.6698014629049112,0.5608048993875766,0.965479571771903,0.034520428228097005,0.43919510061242345,0.09293969117218608,10297,0.09190881904869386,0.251116021305453,0.19709750196792497,0.29208175328680214
KNeighborsUnif,KNeighborsUnif,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.8834822613465452,0.6211217635221351,0.36160930683470677,0.5224089635854342,0.2765011119347665,0.9657424151095038,0.03425758489049628,0.7234988880652335,0.06316907015836504,11303,0.051656343288489115,0.831842116528961,0.0076425929882703095,0.8879673350429131
KNeighborsDist,KNeighborsDist,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.8817128196054145,0.6239621085756526,0.3654485049833887,0.5079155672823219,0.2853965900667161,0.962527627084589,0.03747237291541089,0.7146034099332839,0.06706184198885251,11303,0.05416814613169213,0.8273390342052314,0.006365115770162549,0.9104095873235085
LightGBMXT,LightGBMXT,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9129434663363709,0.7451873503214863,0.59,0.6736441484300666,0.5248332097850259,0.9655414908579466,0.034458509142053444,0.47516679021497404,0.09298416349641687,11303,0.04420881371146457,0.6705176070944968,0.025315775160689807,0.7718711592460219
LightGBM,LightGBM,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9104662478987879,0.7405767419678333,0.5797342192691031,0.6591123701605288,0.5174203113417346,0.9637331725939321,0.03626682740606791,0.4825796886582654,0.09369194019286915,11303,0.06309753948527769,0.8773429905979303,0.023764967799329934,0.7833915112616948
RandomForestGini,RandomForestGini,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9059541714589047,0.6941182590397668,0.5135011441647598,0.6710526315789473,0.4158636026686434,0.9723729154108901,0.027627084589109906,0.5841363973313566,0.07396266477926214,11303,0.0696860903986008,0.8264909984713348,0.01868899465318656,0.7838193018480493
RandomForestEntr,RandomForestEntr,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9060426435459612,0.6890418683542516,0.5065055762081785,0.6787048567870486,0.40400296515937734,0.974080771549126,0.02591922845087402,0.5959970348406227,0.07104308590639653,11303,0.0495785168527505,0.827679133479349,0.014811469058225502,0.8173826237433515
CatBoost,CatBoost,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9110855525081837,0.7268301495999463,0.5654993514915694,0.6784232365145229,0.48480355819125276,0.9688567410086397,0.031143258991360258,0.5151964418087472,0.08528709192249845,11303,0.06462303231151617,0.8779342723004695,0.019634630265190176,0.8004544444933868
ExtraTreesGini,ExtraTreesGini,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9006458462355127,0.6584221816203312,0.4497795198432141,0.6632947976878613,0.3402520385470719,0.9765923246935905,0.023407675306409484,0.6597479614529281,0.06122268424312129,11303,0.03804526505437855,0.6421133481912389,0.016464867439952437,0.7742467960065142
ExtraTreesEntr,ExtraTreesEntr,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9019729275413607,0.6617389584378728,0.45739471106758084,0.6738816738816739,0.346182357301705,0.9772955595740406,0.022704440425959413,0.653817642698295,0.06131115633017783,11303,0.029839165713233695,0.7533783332219475,0.021452624189252513,0.7144736504350951
NeuralNetFastAI,NeuralNetFastAI,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9069273644165265,0.7408103964671886,0.5727051177904143,0.633423180592992,0.5226093402520385,0.9590114526823388,0.040988547317661245,0.47739065974796147,0.09846943289392197,11303,0.012688700682747203,0.7275482189400521,0.03248414403908362,0.7329920873686693
XGBoost,XGBoost,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.908165973635318,0.723250041368948,0.5552699228791773,0.6578680203045685,0.48035581912527797,0.9661442636126181,0.03385573638738196,0.519644180874722,0.08714500575068566,11303,0.04250338633105821,0.8173618637312243,0.022108019076673452,0.7842772739788397
LinearModel,LinearModel,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9027691763248695,0.6724442815006852,0.4759179780639008,0.6671122994652406,0.3699036323202372,0.9749849306811332,0.025015069318866788,0.6300963676797627,0.06617712111828718,11303,0.021304296366433884,0.8834249254843518,0.01650793261434473,0.7882591385232638
NeuralNetTorch,NeuralNetTorch,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9083429178094311,0.7499448538145744,0.5852682145716572,0.6362053959965187,0.541882876204596,0.9580068314245529,0.041993168575447055,0.458117123795404,0.10165442802795718,11303,0.017832485106718754,0.8497548189488874,0.02621885278986251,0.7816697101451502
LightGBMLarge,LightGBMLarge,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9044501459789437,0.6951868141263005,0.5121951219512195,0.6554913294797687,0.42031134173461826,0.9700622865179828,0.029937713482017278,0.5796886582653817,0.07652835530390162,11303,0.11041411869912288,0.77771894525045,0.013932459974055775,0.8370619294945904
WeightedEnsemble_L2,WeightedEnsemble_L2,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['marital'], 'process_protected': 'none'}","{('married',): 27214, ('single',): 12790, ('divorced',): 5207}",20785f01e2eea5c711e5d07f599b95a8,ddaa9c46efd892c2bc6d57e5ff4b541b,0.9095815270282226,0.7211700136416992,0.5556521739130436,0.6719242902208202,0.47368421052631576,0.9686558167570826,0.03134418324291742,0.5263157894736842,0.08413695479076351,11303,0.019371128733183418,0.7670206742136407,0.021457753386679435,0.7839964761929517
KNeighborsUnif,KNeighborsUnif,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.8834822613465452,0.6211217635221351,0.36160930683470677,0.5224089635854342,0.2765011119347665,0.9657424151095038,0.03425758489049628,0.7234988880652335,0.06316907015836504,11303,0.24675324675324672,0.33130470459518596,0.06300534143276079,0.42553953399541633
KNeighborsDist,KNeighborsDist,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.8817128196054145,0.6239621085756526,0.3654485049833887,0.5079155672823219,0.2853965900667161,0.962527627084589,0.03747237291541089,0.7146034099332839,0.06706184198885251,11303,0.31043956043956045,0.23224043715846995,0.08168880455407967,0.35067873303167424
LightGBMXT,LightGBMXT,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9111740245952402,0.7316865885519647,0.5713065755764304,0.6737160120845922,0.49592290585618976,0.9674502712477396,0.0325497287522604,0.5040770941438102,0.08785278244713793,11303,0.22759509993552546,0.11217446876497843,0.207544977957822,0.17436486870793438
LightGBM,LightGBM,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9117048571175794,0.7470474263152385,0.5893004115226337,0.6623496762257169,0.530763528539659,0.9633313240908178,0.03666867590918224,0.469236471460341,0.09563832610811289,11303,0.23436492585428753,0.12910284463894967,0.2075792326939116,0.19765473887814314
RandomForestGini,RandomForestGini,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9058656993718481,0.7011171328809336,0.5228699551569507,0.6617480136208853,0.43217197924388434,0.9700622865179828,0.029937713482017278,0.5678280207561156,0.07794390869680616,11303,0.18831168831168826,0.09037199124726476,0.16289095079232696,0.20736099837662336
RandomForestEntr,RandomForestEntr,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9060426435459612,0.6951297316804819,0.5150684931506849,0.6706302021403091,0.41808747220163084,0.972171991159333,0.02782800884066707,0.5819125277983692,0.07440502521454481,11303,0.2597402597402597,0.0,0.16016819571865445,0.20643939393939392
CatBoost,CatBoost,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9118818012916925,0.7324088509143543,0.5736301369863013,0.6788247213779128,0.4966641957005189,0.9681535061281896,0.03184649387181033,0.5033358042994811,0.08732194992479872,11303,0.24580915538362347,0.10427537451607473,0.20144018825211488,0.18677849927849927
ExtraTreesGini,ExtraTreesGini,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9022383438025303,0.6727837228419,0.47555766492643575,0.6609498680738787,0.3713862120088955,0.9741812336749046,0.02581876632509544,0.6286137879911046,0.06706184198885251,11303,0.22337662337662334,0.10695764909248055,0.1445143398268398,0.1654296875
ExtraTreesEntr,ExtraTreesEntr,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9025922321507565,0.6694600946414292,0.47092743873137916,0.6693989071038251,0.363232023721275,0.9756881655615833,0.024311834438416717,0.636767976278725,0.06476156772538263,11303,0.27056277056277056,0.07130509939498704,0.17397186147186147,0.10694444444444444
NeuralNetFastAI,NeuralNetFastAI,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9069273644165265,0.7154977015844419,0.5434027777777779,0.6554973821989529,0.46404744255003705,0.9669479606188467,0.03305203938115331,0.535952557449963,0.08449084313898965,11303,0.1873977086743044,0.10176424206583876,0.17942183962826166,0.2050007918910358
XGBoost,XGBoost,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9095815270282226,0.7426377422131427,0.580115036976171,0.6506912442396313,0.5233506300963677,0.9619248543299176,0.038075145670082376,0.4766493699036323,0.09599221445633903,11303,0.2624113475177305,0.10305577949249492,0.21410699392350768,0.19525302283922974
LinearModel,LinearModel,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9033000088472087,0.6717844263001952,0.475779376498801,0.6739130434782609,0.36767976278724984,0.9758890898131405,0.024110910186859555,0.6323202372127502,0.06511545607360877,11303,0.3214285714285714,0.13118514858473918,0.14346777076134876,0.17694805194805194
NeuralNetTorch,NeuralNetTorch,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9076351411129788,0.7556308686376904,0.5896226415094339,0.6276150627615062,0.5559673832468495,0.9552943540285312,0.044705645971468755,0.4440326167531505,0.10572414403255773,11303,0.19365079365079368,0.2221491752330863,0.17559523809523808,0.2625
LightGBMLarge,LightGBMLarge,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9065734760683004,0.7031210506804242,0.5268817204301075,0.665911664779162,0.43587842846553004,0.9703636728953184,0.029636327104681535,0.56412157153447,0.07812085287091923,11303,0.2637362637362637,0.0696067415730337,0.19106460244648318,0.1602402553763441
WeightedEnsemble_L2,WeightedEnsemble_L2,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['job'], 'process_protected': 'none'}","{('blue-collar',): 9732, ('management',): 9458, ('technician',): 7597, ('admin.',): 5171, ('services',): 4154, ('retired',): 2264, ('self-employed',): 1579, ('entrepreneur',): 1487, ('unemployed',): 1303, ('housemaid',): 1240, ('student',): 938, ('unknown',): 288}",c9bd3c4c861df8f81b4fb73124e2ef29,d28dc62d85393226a7af0aa5a303254d,0.9069273644165265,0.7154977015844419,0.5434027777777779,0.6554973821989529,0.46404744255003705,0.9669479606188467,0.03305203938115331,0.535952557449963,0.08449084313898965,11303,0.1873977086743044,0.10176424206583876,0.17942183962826166,0.2050007918910358
KNeighborsUnif,KNeighborsUnif,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",0bae6050df189302278d3a0906e86162,220a052ee6850ccc417138f05e492a10,0.8819782358665841,0.6221903186086688,0.36233269598470363,0.5100942126514132,0.2809488510007413,0.9634317862165963,0.03656821378340366,0.7190511489992587,0.06573476068300452,11303,0.09828081180199466,0.6413662239089184,0.036458627506354147,0.6354137249364585
KNeighborsDist,KNeighborsDist,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",0bae6050df189302278d3a0906e86162,220a052ee6850ccc417138f05e492a10,0.879324073254888,0.6267712500482203,0.3685185185185185,0.4907521578298397,0.2950333580429948,0.9585091420534458,0.04149085794655415,0.7049666419570052,0.0717508626028488,11303,0.09260549941089591,0.6532748805862724,0.04101048778732051,0.6281715773949607
LightGBMXT,LightGBMXT,8060,"{'dataset': 'ORG-017-DS-2', 'protected_attrs': ['age'], 'process_protected': '?'}","{(True,): 42618, (False,): 2593}",0bae6050df189302278d3a0906e86162,220a052ee6850ccc417138f05e492a10,0.9101123595505618,0.7294817465009168,0.5665529010238908,0.6673366834170854,0.4922164566345441,0.9667470363672895,0.03325296363271047,0.507783543365456,0.088029726621251,11303,0.10636322353589905,0.20987319659046416,0.18955028212923125,0.2878773931056505
